"이동후 시도별","항목",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"이동후 시도별","항목",전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"전국","귀농가구원수 (명)",16181,2505,1000,1350,931,1163,643,366,99,3185,462,374,455,934,556,927,1066,165,17447,2598,1036,1219,955,1307,765,415,130,3695,429,396,512,1136,669,996,986,203,19776,3013,1131,1404,1070,1434,865,571,137,4191,503,447,641,1042,760,1107,1280,180,16906,2585,1061,1381,954,1025,640,412,129,3841,382,370,509,834,550,1004,1013,216,13680,2016,710,1150,717,970,545,320,124,3041,351,288,439,730,490,787,817,185
"전국","귀농인수 (명)",11504,1855,743,961,657,894,489,262,66,2280,275,260,298,663,381,598,707,115,12570,1965,779,903,687,1048,564,302,81,2560,274,281,335,842,445,661,706,137,14461,2288,866,1102,798,1122,668,402,97,2960,326,326,428,781,513,749,909,126,12660,1997,828,1118,717,837,494,314,98,2795,269,268,353,634,386,709,713,130,10540,1597,581,918,576,798,439,251,78,2290,238,203,287,567,368,590,633,126
"전국","동반가구원수 (명)",4677,650,257,389,274,269,154,104,33,905,187,114,157,271,175,329,359,50,4877,633,257,316,268,259,201,113,49,1135,155,115,177,294,224,335,280,66,5315,725,265,302,272,312,197,169,40,1231,177,121,213,261,247,358,371,54,4246,588,233,263,237,188,146,98,31,1046,113,102,156,200,164,295,300,86,3140,419,129,232,141,172,106,69,46,751,113,85,152,163,122,197,184,59
"부산광역시","귀농가구원수 (명)",20,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,65,0,52,0,0,0,X,4,0,4,0,0,0,0,0,X,X,0,43,4,25,X,X,0,X,X,0,X,0,X,0,0,0,0,4,0,35,0,22,0,X,0,0,X,0,X,0,0,0,0,0,X,7,0,46,5,29,0,X,0,0,0,0,X,0,0,0,0,0,0,8,X
"부산광역시","귀농인수 (명)",18,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,35,0,27,0,0,0,X,X,0,X,0,0,0,0,0,X,X,0,26,X,14,X,X,0,X,X,0,X,0,X,0,0,0,0,X,0,24,0,15,0,X,0,0,X,0,X,0,0,0,0,0,X,X,0,36,4,21,0,X,0,0,0,0,X,0,0,0,0,0,0,8,X
"부산광역시","동반가구원수 (명)",X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,0,0,0,0,X,0,X,0,0,0,0,0,0,0,0,17,X,11,0,0,0,X,X,0,X,0,0,0,0,0,0,X,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,X,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X
"대구광역시","귀농가구원수 (명)",135,5,4,100,X,0,X,X,0,9,X,0,0,0,0,12,0,0,97,X,X,77,0,0,0,X,0,8,X,0,0,0,0,4,X,0,111,X,X,90,0,0,0,X,0,X,0,0,0,0,0,10,X,0,103,6,X,78,X,0,0,6,0,X,0,X,0,0,X,X,0,X,223,10,6,157,X,0,X,6,0,10,0,0,0,0,0,27,5,0
"대구광역시","귀농인수 (명)",76,X,X,58,X,0,X,X,0,X,X,0,0,0,0,7,0,0,58,X,X,43,0,0,0,X,0,5,X,0,0,0,0,4,X,0,71,X,X,55,0,0,0,X,0,X,0,0,0,0,0,5,X,0,62,X,X,45,X,0,0,5,0,X,0,0,0,0,X,X,0,X,163,6,4,110,X,0,0,5,0,10,0,0,0,0,0,22,5,0
"대구광역시","동반가구원수 (명)",59,X,X,42,0,0,0,0,0,6,X,0,0,0,0,5,0,0,39,0,X,34,0,0,0,0,0,X,0,0,0,0,0,0,X,0,40,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,41,X,X,33,X,0,0,X,0,0,0,X,0,0,0,X,0,0,60,4,X,47,0,0,X,X,0,0,0,0,0,0,0,5,0,0
"인천광역시","귀농가구원수 (명)",194,37,0,X,91,0,X,X,0,55,0,0,X,X,X,X,X,0,169,41,X,0,73,0,0,0,0,52,0,0,0,0,0,X,X,0,229,60,0,0,111,0,0,0,0,54,0,0,X,X,0,0,0,X,154,35,0,0,71,0,X,0,0,47,0,0,0,0,0,0,0,0,104,20,0,0,53,0,4,0,0,24,X,0,X,0,0,0,X,0
"인천광역시","귀농인수 (명)",146,28,0,X,68,0,X,X,0,40,0,0,X,X,X,X,X,0,122,34,X,0,54,0,0,0,0,31,0,0,0,0,0,X,X,0,171,49,0,0,80,0,0,0,0,39,0,0,X,X,0,0,0,X,118,22,0,0,59,0,X,0,0,36,0,0,0,0,0,0,0,0,88,18,0,0,43,0,X,0,0,22,X,0,X,0,0,0,X,0
"인천광역시","동반가구원수 (명)",48,9,0,0,23,0,0,0,0,15,0,0,X,0,0,0,0,0,47,7,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0,0,58,11,0,0,31,0,0,0,0,15,0,0,0,0,0,0,0,X,36,13,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,16,X,0,0,10,0,X,0,0,X,0,0,0,0,0,0,0,0
"울산광역시","귀농가구원수 (명)",80,5,23,X,0,0,0,40,0,X,0,0,0,0,0,X,4,0,109,0,23,X,X,0,0,61,0,5,0,0,X,0,X,6,9,0,157,12,21,X,0,X,0,104,0,6,0,0,0,0,X,5,6,0,104,10,14,X,X,0,0,63,0,X,0,0,X,0,0,X,9,0,101,8,8,X,0,0,0,64,0,0,0,0,X,0,0,6,10,0
"울산광역시","귀농인수 (명)",67,4,20,X,0,0,0,31,0,X,0,0,0,0,0,X,4,0,78,0,19,X,X,0,0,42,0,4,0,0,X,0,0,X,7,0,108,7,17,X,0,X,0,67,0,4,0,0,0,0,X,4,6,0,75,7,11,X,X,0,0,42,0,X,0,0,X,0,0,X,8,0,74,5,6,X,0,0,0,44,0,0,0,0,X,0,0,6,9,0
"울산광역시","동반가구원수 (명)",13,X,X,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,0,19,0,X,0,0,X,0,X,X,X,0,49,5,4,0,0,0,0,37,0,X,0,0,0,0,0,X,0,0,29,X,X,0,X,0,0,21,0,0,0,0,0,0,0,0,X,0,27,X,X,0,0,0,0,20,0,0,0,0,X,0,0,0,X,0
"세종특별자치시","귀농가구원수 (명)",103,8,0,0,6,0,35,0,24,20,0,X,6,0,X,0,0,0,99,14,0,0,X,0,22,0,31,11,X,5,10,X,0,X,0,0,134,19,0,0,X,X,35,X,37,18,0,7,8,X,0,0,X,0,103,22,0,0,9,X,16,0,23,15,0,X,8,X,X,X,0,X,62,9,0,0,X,0,14,0,15,16,4,X,X,0,0,0,0,0
"세종특별자치시","귀농인수 (명)",71,7,0,0,5,0,21,0,14,15,0,X,5,0,X,0,0,0,71,13,0,0,X,0,12,0,15,11,X,5,9,X,0,X,0,0,90,14,0,0,X,X,24,X,20,13,0,4,7,X,0,0,X,0,81,21,0,0,7,X,14,0,14,12,0,X,6,X,X,X,0,X,48,9,0,0,X,0,12,0,10,11,X,X,X,0,0,0,0,0
"세종특별자치시","동반가구원수 (명)",32,X,0,0,X,0,14,0,10,5,0,0,X,0,0,0,0,0,28,X,0,0,0,0,10,0,16,0,0,0,X,0,0,0,0,0,44,5,0,0,0,X,11,X,17,5,0,X,X,0,0,0,0,0,22,X,0,0,X,X,X,0,9,X,0,X,X,0,0,0,0,X,14,0,0,0,0,0,X,0,5,5,X,0,0,0,0,0,0,0
"경기도","귀농가구원수 (명)",1403,445,7,9,96,8,17,6,9,759,4,4,12,8,0,12,6,X,1793,497,15,12,81,11,15,6,7,1027,17,15,28,22,6,16,11,7,1929,588,5,X,102,9,23,9,6,1109,16,8,14,6,6,12,7,7,1888,570,16,15,93,6,21,4,X,1065,17,8,12,15,7,13,17,7,1509,413,5,6,82,9,18,X,5,901,20,7,15,X,4,14,4,X
"경기도","귀농인수 (명)",999,326,X,5,66,5,10,4,7,536,X,4,8,6,0,9,6,X,1118,349,5,5,55,5,10,4,5,628,7,8,13,12,X,6,X,X,1288,420,5,X,68,6,11,6,X,708,15,6,9,5,5,7,6,6,1207,393,6,5,63,X,11,X,0,672,11,7,8,8,4,6,4,X,1033,301,4,6,63,5,12,X,X,587,15,7,9,X,4,8,4,X
"경기도","동반가구원수 (명)",404,119,4,4,30,X,7,X,X,223,X,0,4,X,0,X,0,0,675,148,10,7,26,6,5,X,X,399,10,7,15,10,5,10,9,4,641,168,0,0,34,X,12,X,X,401,X,X,5,X,X,5,X,X,681,177,10,10,30,X,10,X,X,393,6,X,4,7,X,7,13,4,476,112,X,0,19,4,6,0,X,314,5,0,6,0,0,6,0,0
"강원도","귀농가구원수 (명)",1359,328,24,5,113,4,10,20,0,408,400,7,16,X,X,6,11,X,1324,333,14,8,131,6,10,16,6,382,360,17,13,X,4,10,10,X,1442,338,14,X,120,X,11,22,X,474,401,16,15,X,4,13,X,X,1254,298,8,6,130,X,7,9,0,452,301,23,7,X,X,X,4,X,951,247,17,14,78,X,6,11,0,281,257,13,X,0,0,6,13,4
"강원도","귀농인수 (명)",948,254,19,5,79,X,8,14,0,299,233,7,10,X,X,X,8,X,947,257,12,8,95,4,8,12,X,278,230,11,9,X,X,7,8,X,1022,263,12,X,86,X,8,14,X,334,252,15,12,X,X,11,X,X,954,234,8,6,105,X,4,8,0,344,209,17,6,X,X,X,4,X,720,186,10,10,64,X,5,7,0,227,180,8,X,0,0,5,10,4
"강원도","동반가구원수 (명)",411,74,5,0,34,X,X,6,0,109,167,0,6,0,0,X,X,0,377,76,X,0,36,X,X,4,X,104,130,6,4,0,X,X,X,X,420,75,X,0,34,0,X,8,0,140,149,X,X,X,X,X,X,0,300,64,0,0,25,0,X,X,0,108,92,6,X,0,0,0,0,0,231,61,7,4,14,0,X,4,0,54,77,5,0,0,0,X,X,0
"충청북도","귀농가구원수 (명)",1210,210,18,24,90,X,158,10,5,323,14,302,14,0,0,32,6,X,1320,209,19,22,83,0,189,9,13,382,7,288,23,16,0,45,13,X,1457,291,12,21,72,X,236,11,15,368,17,333,23,5,X,28,14,8,1249,197,14,35,85,10,164,15,30,369,11,249,26,4,4,30,5,X,951,149,18,13,69,X,104,9,26,266,13,211,26,7,5,20,10,X
"충청북도","귀농인수 (명)",847,160,14,19,57,X,116,6,5,218,9,203,11,0,0,21,5,X,938,157,13,16,59,0,138,6,10,268,4,201,16,9,0,28,11,X,1086,223,10,17,57,X,181,9,14,265,13,236,17,5,X,21,10,6,962,155,13,27,66,4,130,9,21,290,9,182,21,4,X,22,5,X,730,126,15,9,60,X,91,6,19,199,10,146,14,6,4,14,6,X
"충청북도","동반가구원수 (명)",363,50,4,5,33,0,42,4,0,105,5,99,X,0,0,11,X,X,382,52,6,6,24,0,51,X,X,114,X,87,7,7,0,17,X,0,371,68,X,4,15,0,55,X,X,103,4,97,6,0,X,7,4,X,287,42,X,8,19,6,34,6,9,79,X,67,5,0,X,8,0,0,221,23,X,4,9,0,13,X,7,67,X,65,12,X,X,6,4,0
"충청남도","귀농가구원수 (명)",1739,333,14,6,185,5,272,6,27,443,12,18,340,31,12,11,21,X,2052,353,17,5,232,X,377,8,48,556,X,23,364,21,11,15,15,X,2510,406,33,18,258,5,390,13,44,719,22,39,485,44,10,9,12,X,2139,404,15,10,246,8,291,21,49,604,8,30,378,40,4,19,11,X,1754,285,13,18,159,12,264,X,43,531,20,19,336,20,4,11,10,6
"충청남도","귀농인수 (명)",1268,247,8,4,143,5,213,4,22,333,7,14,214,18,8,10,17,X,1502,273,11,5,167,X,279,6,29,425,X,18,237,19,6,12,10,X,1821,314,13,11,199,5,305,9,36,516,13,27,317,31,7,7,8,X,1595,330,7,6,179,X,223,15,43,452,6,22,253,31,X,14,7,X,1333,238,10,12,130,9,206,X,24,427,9,15,211,17,X,8,9,4
"충청남도","동반가구원수 (명)",471,86,6,X,42,0,59,X,5,110,5,4,126,13,4,X,4,X,550,80,6,0,65,X,98,X,19,131,0,5,127,X,5,X,5,X,689,92,20,7,59,0,85,4,8,203,9,12,168,13,X,X,4,0,544,74,8,4,67,5,68,6,6,152,X,8,125,9,X,5,4,0,421,47,X,6,29,X,58,0,19,104,11,4,125,X,X,X,X,X
"전라북도","귀농가구원수 (명)",1853,281,41,11,93,101,50,18,X,324,0,7,25,814,26,25,28,6,1994,303,28,12,85,85,67,12,10,314,10,6,23,1001,16,8,9,5,2013,298,42,18,87,129,78,18,6,327,11,11,24,903,30,10,19,X,1609,244,25,9,69,100,62,11,9,272,X,6,24,714,27,9,20,5,1381,199,19,6,59,78,53,13,10,256,6,6,17,623,15,5,15,X
"전라북도","귀농인수 (명)",1327,211,30,9,63,77,45,11,X,217,0,4,18,585,17,15,18,5,1511,232,21,12,67,68,53,9,8,233,8,5,19,744,14,4,9,5,1524,225,33,11,65,94,65,15,6,251,6,10,20,676,25,8,12,X,1237,193,18,8,56,73,51,10,6,215,X,4,19,537,18,6,16,4,1099,163,17,5,47,63,48,11,5,205,X,5,15,484,13,5,10,X
"전라북도","동반가구원수 (명)",526,70,11,X,30,24,5,7,X,107,0,X,7,229,9,10,10,X,483,71,7,0,18,17,14,X,X,81,X,X,4,257,X,4,0,0,489,73,9,7,22,35,13,X,0,76,5,X,4,227,5,X,7,0,372,51,7,X,13,27,11,X,X,57,0,X,5,177,9,X,4,X,282,36,X,X,12,15,5,X,5,51,4,X,X,139,X,0,5,0
"전라남도","귀농가구원수 (명)",2784,451,92,6,132,1032,34,23,7,386,4,10,11,45,483,4,56,8,3108,387,104,14,122,1193,32,21,9,433,6,X,18,53,613,17,59,25,3453,450,111,13,156,1274,44,25,12,508,12,7,17,63,688,4,52,17,2523,339,93,24,103,884,23,17,4,402,13,11,16,42,479,10,44,19,2240,294,60,9,100,856,21,12,11,313,8,8,9,50,441,9,33,6
"전라남도","귀농인수 (명)",2020,314,70,5,83,795,23,14,4,283,X,8,10,31,334,4,33,7,2358,311,85,11,89,960,23,14,6,306,5,X,14,45,412,9,48,18,2579,350,89,9,115,1006,33,21,7,369,8,5,11,48,454,4,39,11,1987,268,73,16,79,745,18,15,4,314,9,7,12,37,337,8,29,16,1803,244,50,4,80,712,12,10,8,253,5,6,9,39,331,7,28,5
"전라남도","동반가구원수 (명)",764,137,22,X,49,237,11,9,X,103,X,X,X,14,149,0,23,X,750,76,19,X,33,233,9,7,X,127,X,0,4,8,201,8,11,7,874,100,22,4,41,268,11,4,5,139,4,X,6,15,234,0,13,6,536,71,20,8,24,139,5,X,0,88,4,4,4,5,142,X,15,X,437,50,10,5,20,144,9,X,X,60,X,X,0,11,110,X,5,X
"경상북도","귀농가구원수 (명)",3036,232,194,1029,94,X,29,159,5,314,25,19,15,18,4,785,99,14,3135,288,210,923,115,X,43,185,X,351,21,32,19,9,5,838,87,4,3654,327,261,1060,117,5,28,261,4,424,15,16,33,8,5,967,120,X,3317,286,216,1049,99,11,31,185,10,392,20,31,21,5,15,858,86,X,2451,209,114,796,79,X,32,139,12,283,14,19,18,10,5,646,72,X
"경상북도","귀농인수 (명)",2156,168,145,756,72,X,25,115,X,233,20,14,11,9,X,504,71,7,2252,207,148,696,78,X,31,139,X,257,13,25,11,4,X,562,70,X,2726,251,203,857,88,X,23,186,4,316,14,14,22,5,4,646,88,X,2579,240,169,877,71,5,29,140,8,299,17,22,15,4,10,609,62,X,1950,170,97,653,62,X,30,115,8,228,11,12,14,7,X,481,56,X
"경상북도","동반가구원수 (명)",880,64,49,273,22,0,4,44,X,81,5,5,4,9,X,281,28,7,883,81,62,227,37,0,12,46,0,94,8,7,8,5,X,276,17,X,928,76,58,203,29,X,5,75,0,108,X,X,11,X,X,321,32,0,738,46,47,172,28,6,X,45,X,93,X,9,6,X,5,249,24,0,501,39,17,143,17,0,X,24,4,55,X,7,4,X,X,165,16,0
"경상남도","귀농가구원수 (명)",1945,117,553,150,23,0,17,75,13,92,X,X,14,11,22,30,814,11,1846,105,540,135,24,X,6,82,X,126,X,5,7,4,9,31,761,5,2305,153,589,173,22,6,14,99,4,119,8,4,17,8,12,46,1028,X,2046,114,621,147,28,X,21,74,X,151,4,X,7,8,8,51,807,X,1555,102,404,123,25,0,26,60,X,104,8,4,5,10,14,35,627,7
"경상남도","귀농인수 (명)",1323,85,410,91,14,0,13,55,5,68,0,X,10,7,12,17,530,5,1349,81,427,99,16,X,6,58,X,84,X,X,4,X,6,21,533,4,1699,114,456,132,20,4,13,68,X,94,4,4,9,7,11,34,724,X,1530,87,497,121,19,0,11,61,X,105,X,X,4,7,6,33,574,X,1220,77,339,102,15,0,19,47,X,78,X,X,4,8,10,28,481,5
"경상남도","동반가구원수 (명)",622,32,143,59,9,0,4,20,8,24,X,X,4,4,10,13,284,6,497,24,113,36,8,0,0,24,0,42,X,X,X,X,X,10,228,X,606,39,133,41,X,X,X,31,X,25,4,0,8,X,X,12,304,X,516,27,124,26,9,X,10,13,0,46,X,0,X,X,X,18,233,0,335,25,65,21,10,0,7,13,0,26,5,X,X,X,4,7,146,X
"제주특별자치도","귀농가구원수 (명)",320,49,17,6,7,11,18,7,6,49,0,X,0,X,5,7,17,116,336,67,11,10,7,5,X,9,X,44,X,X,5,7,4,X,7,149,339,64,16,4,22,X,4,X,7,61,X,5,4,0,X,X,12,132,382,60,15,6,16,X,X,6,X,65,5,7,8,X,X,6,X,175,352,66,17,5,10,10,X,X,X,55,0,0,5,7,X,8,9,154
"제주특별자치도","귀농인수 (명)",238,44,12,5,6,8,12,6,5,32,0,X,0,X,X,5,11,84,231,50,9,7,5,5,X,8,X,29,X,X,X,4,X,X,4,98,250,52,12,X,17,X,4,X,X,48,X,4,X,0,X,X,9,89,249,44,10,5,10,X,X,5,X,49,4,4,7,X,X,4,X,98,243,50,8,4,9,4,X,X,X,42,0,0,4,X,X,6,6,101
"제주특별자치도","동반가구원수 (명)",82,5,5,X,X,X,6,X,X,17,0,0,0,0,X,X,6,32,105,17,X,X,X,0,0,X,X,15,0,0,X,X,X,X,X,51,89,12,4,X,5,0,0,0,5,13,0,X,X,0,0,X,X,43,133,16,5,X,6,0,X,X,0,16,X,X,X,0,X,X,X,77,109,16,9,X,X,6,0,0,0,13,0,0,X,4,0,X,X,53
